ticker,reason,evidence
CHIE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-02-16, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CHIE' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-02-16"
CHIH,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-02-16, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CHIH' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-02-16"
CHII,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-02-16, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CHII' (outcome=not_found, 20.011s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-02-16"
CHIK,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-02-16, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CHIK' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-02-16"
CHIM,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-02-16, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CHIM' (outcome=not_found, 20.011s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-02-16"
CHIR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-02-16, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CHIR' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-02-16"
CHIS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-02-16, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CHIS' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-02-16"
CHIU,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-02-16, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CHIU' (outcome=not_found, 20.012s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-02-16"
CHIX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-02-16, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CHIX' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-02-16"
CHNA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CHNA' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-20"
CID,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-10-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CID' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-10-23"
CIL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-01-29, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CIL' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-01-29"
CIZ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-10-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CIZ' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-10-23"
CLDL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-07-24, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CLDL' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-07-24"
CLNR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-04-09, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CLNR' (outcome=not_found, 20.001s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-04-09"
CLRG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-12-12, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CLRG' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-12-12"
CLSA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-01-05, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CLSA' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-01-05"
CLSC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-01-05, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CLSC' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-01-05"
CLTL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-08-25, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CLTL' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-08-25"
CN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-03-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CN' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-03-13"
CNCR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-05-27, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CNCR' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-05-27"
COII,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'COII' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
COW,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-07, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'COW' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-07"
CPI,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-12-12, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CPI' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-12-12"
CRIT,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-03-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CRIT' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-03-18"
CRUZ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-04-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CRUZ' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-04-28"
CSA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-04-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CSA' (outcome=not_found, 20.001s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-04-23"
CSF,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-04-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CSF' (outcome=not_found, 20.001s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-04-23"
CSML,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-04-22, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CSML' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-04-22"
CUBS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-08-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CUBS' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-08-28"
CUSD,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CUSD' (outcome=not_found, 20.001s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
CVSE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-10-14, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CVSE' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-10-14"
CYA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-03-07, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CYA' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-03-07"
CYB,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'CYB' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-20"
DALT,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-04-19, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'DALT' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-04-19"
DBEH,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-09-16, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'DBEH' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-09-16"
DBGR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-03-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'DBGR' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-03-13"
DBJA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-01-02, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'DBJA' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-01-02"
DBOC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-02, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'DBOC' (outcome=not_found, 20.001s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-02"
